Indicator,Group,Subgroup,Year,Value
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,2022,23.85
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,2022,28.05
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,2022,25.75
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,2022,28.45
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,2022,28.525
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,2022,26.825
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,2022,30.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,2022,22.975
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,2022,23.375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,2022,29.65
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,2022,24.475
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2022,40.975
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,2022,48.225
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,2022,19.55
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,2022,32.85
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022,31.85
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022,29.825
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022,19.525
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,2022,22.674999999999997
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022,13.175
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,2022,32.425
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,2022,30.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,2022,27.700000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,2022,27.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,2022,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,2022,31.975
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,2022,23.925
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,2022,27.450000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,2022,26.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,2022,27.075
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,2022,29.625
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,2022,29.525
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,2022,30.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,2022,31.125
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,2022,26.125
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,2022,28.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,2022,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,2022,25.475
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,2022,25.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,2022,23.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,2022,29.05
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,2022,20.875
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,2022,30.225
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,2022,26.525
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,2022,28.275
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,2022,24.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,2022,30.65
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,2022,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,2022,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,2022,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2022,20.575
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2022,18.35
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,2022,10.925
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,2022,10.225
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,2022,10.0
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,2022,10.425
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,2022,14.05
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,2022,12.55
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,2022,11.975
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,2022,10.925
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,2022,9.225
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,2022,12.125
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,2022,12.15
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,2022,8.875
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,2022,14.425
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,2022,7.574999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,2022,10.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,2022,16.575
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,2022,12.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,2022,12.525
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,2022,10.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,2022,10.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,2022,10.75
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,2022,9.65
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,2022,10.325
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,2022,11.225000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,2022,10.375
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,2022,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,2022,12.275
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2022,44.300000000000004
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,2022,11.675
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,2022,8.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,2022,55.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,2022,19.05
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,2022,32.475
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,2022,28.95
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,2022,22.35
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,2022,23.175
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,2022,27.875
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,2022,22.975
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,2022,47.075
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,2022,16.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,2022,22.099999999999998
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,2022,24.225
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,2022,14.025
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,2022,26.675
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,2022,29.125
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,2022,30.450000000000003
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,2022,8.775
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,2022,9.975
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,2022,10.275
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,2022,12.725
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,2022,10.85
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,2022,13.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,2022,12.25
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,2022,9.65
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,2022,9.4
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,2022,8.425
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,2022,26.75
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,2022,22.725
