Indicator,Group,Subgroup,Time Period Label,Time Period Start Date,Time Period End Date,Value
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Cis-gender female,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Transgender,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,46.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Gay or lesbian,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,20.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Straight,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Bisexual,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,3.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,5.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,16.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Less than a high school diploma,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,High school diploma or GED,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Some college/Associate's degree,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Bachelor's degree or higher,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,With disability,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,Without disability,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,15.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,15.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,7.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,8.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,7.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,15.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,14.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,14.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,13.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,7.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,18 - 29 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,30 - 39 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,40 - 49 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,50 - 59 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,60 - 69 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,70 - 79 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,80 years and above,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Transgender,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Gay or lesbian,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Straight,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Bisexual,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,35.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,15.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,37.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Less than a high school diploma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,High school diploma or GED,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Some college/Associate's degree,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Bachelor's degree or higher,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,With disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,44.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,Without disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,18.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.6
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,15.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,14.5
"Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,6.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,5.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,3.2
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.0
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.5
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,7.7
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.3
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.4
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.3
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.9
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.6
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,6.1
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.4
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.9
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,4.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,14.1
"Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.1
"Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,7.6
"Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.0
"Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.7
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.5
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,6.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.5
